studyid,lead_author,year,harmonized_disease_name,study_disease_name,notes
48,Diaz,2015,diabetes mellitus,Diabetes,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,epilepsy,NA,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,gout,Gout,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,heart failure,Congestive heart failure,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,HIV/AIDS,NA,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,hypertension,Hypertension,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,ischemic heart disease,Ischemic heart disease; Myocardial Infarction,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,mood and anxiety disorders,Depression; Anxiety,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,multiple sclerosis,NA,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,osteoarthritis,NA,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,osteoporosis,Osteoporosis,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,parkinsons,NA,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,rheumatoid arthritis,NA,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,schizophrenia,Schizophrenia,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,stroke,NA,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Anxiety,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Arrythmia,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Arthropathy,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,BPH (not defined?),"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Breast cancer,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Cardiovascular disease,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Cataracts,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Cervical Pain,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Chronic Ulcer,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Colorectal cancer,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Deafness,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Depression,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Dermatitis,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Hematologic,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Hyperlipidemia,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Hypothyroidism,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Iron Deficiency,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Low back pain,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Malignant neoplasm,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Neuritis,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Other cardiovascular disease,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Other Endocrine,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Peripheral Vascular disease,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Prostate Cancer,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Substance use,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Thrombophlebitis,"EDC AGCs, chronic conditions defined by Salisbury list"
48,Diaz,2015,NA,Valvulopathy,"EDC AGCs, chronic conditions defined by Salisbury list"
49,Foguet-Boreu,2015,asthma,NA,NA
49,Foguet-Boreu,2015,cancer,Melanoma and other malignant neoplasms of skin (C43-C44),ICD-10 block disease categories
49,Foguet-Boreu,2015,chronic kidney disease,NA,ICD-10 block disease categories
49,Foguet-Boreu,2015,COPD,NA,ICD-10 block disease categories
49,Foguet-Boreu,2015,dementia incl. alzheimers,NA,ICD-10 block disease categories
49,Foguet-Boreu,2015,diabetes mellitus,Diabetes mellitus (E10-E14),ICD-10 block disease categories
49,Foguet-Boreu,2015,epilepsy,NA,ICD-10 block disease categories
49,Foguet-Boreu,2015,gout,NA,ICD-10 block disease categories
49,Foguet-Boreu,2015,heart failure,NA,ICD-10 block disease categories
49,Foguet-Boreu,2015,HIV/AIDS,NA,ICD-10 block disease categories
49,Foguet-Boreu,2015,hypertension,Hypertensive diseases (I10-I15),ICD-10 block disease categories
49,Foguet-Boreu,2015,ischemic heart disease,Ischaemic heart diseases (I20-I25),ICD-10 block disease categories
49,Foguet-Boreu,2015,mood and anxiety disorders,Mood [affective] disorders (F30-F39),ICD-10 block disease categories
49,Foguet-Boreu,2015,multiple sclerosis,NA,ICD-10 block disease categories
49,Foguet-Boreu,2015,osteoarthritis,Arthrosis (M15-M19),ICD-10 block disease categories
49,Foguet-Boreu,2015,osteoporosis,NA,ICD-10 block disease categories
49,Foguet-Boreu,2015,parkinsons,NA,ICD-10 block disease categories
49,Foguet-Boreu,2015,rheumatoid arthritis,NA,ICD-10 block disease categories
49,Foguet-Boreu,2015,schizophrenia,NA,ICD-10 block disease categories
49,Foguet-Boreu,2015,stroke,Cerebrovascular diseases (I60-I69),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Acute upper respiratory infections (J00-J06),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Aplastic and other anaemias (D60-D64),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Benign neoplasms (D10-D36),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Chronic lower respiratory diseases (J40-J47),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,"Coagulation defects, purpura and other haemorrhagic conditions (D65-D69)",ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Deforming dorsopathies (M40-M43),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Dermatitis and eczema (L20-L30),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Digestive organs (C15-C26),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,"Diseases of arteries, arterioles and capillaries (I70-I79)",ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Diseases of external ear (H60-H62),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Diseases of inner ear (H80-H83),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Diseases of liver (K70-K77),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Diseases of male genital organs (N40-N51),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,"Diseases of oesophagus, stomach and duodenum (K20-K31)",ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,"Diseases of oral cavity, salivary glands and jaws (K00-K14)",ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (DG99 I80-I89)",ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Disorders of bone density and structure (M80-M85),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Disorders of breast (N60-N64),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Disorders of choroid and retina (H30-H36),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Disorders of conjunctiva (H10-H13),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,"Disorders of eyelid, lacrimal system and orbit (H00-H06)",ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,"Disorders of gallbladder, biliary tract and pancreas (K80-K87)",ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Disorders of lens (H25-H28),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Disorders of skin appendages (L60-L75),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Disorders of synovium and tendon (M65-M68),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Disorders of thyroid gland (E00-E07),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Episodic and paroxysmal disorders (G40-G47),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Extrapyramidal and movement disorders (G20-G26),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Falls (W00-W19),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Glaucoma (H40-H42),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Hernia (K40-K46),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Inflammatory polyarthropathies (M05-M14),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Injuries to the shoulder and upper arm (S40-S49),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,"Injuries to unspecified part of trunk, limb or body region (T08-T14)",ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Intestinal infectious diseases (A00-A09),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Mental and behavioural disorders due to psychoactive substance use (F10-F19),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Metabolic disorders (E70-E90),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Mycoses (B35-B49),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,"Nerve, nerve root and plexus disorders (G50-G59)",ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,"Neurotic, stress-related and somatoform disorders (F40-F48)",ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Noninfective enteritis and colitis (K50-K52),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Noninflammatory disorders of female genital tract (N80-N98),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Nutritional anaemias (D50-D53),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Obesity and other hyperalimentation (E65-E68),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,"Organic, including symptomatic, mental disorders (F00-F09)",ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Other acute lower respiratory infections (J20-J22),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Other degenerative diseases of the nervous system (G30-G32),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Other diseases of blood and blood-forming organs (D70-D77),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Other diseases of intestines (K55-K63),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Other diseases of upper respiratory tract (J30-J39),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Other diseases of urinary system (N30-N39),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Other disorders of ear (H90-H95),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Other disorders of kidney and ureter (N25-N29),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Other disorders of the skin and subcutaneous tissue (L80-L99),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Other dorsopathies (M50-M54),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Other forms of heart disease (I30-I52),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Other joint disorders (M20-M25),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Other soft tissue disorders (M70-M79),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Polyneuropathies and other disorders of the peripheral nervous system (G60-G64),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Radiation-related disorders of the skin and subcutaneous tissue (L55-L59),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Renal failure (N17-N19),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Skin (C43-C44),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Spondylopathies (M45-M49),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Systemic connective tissue disorders (M30-M36),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Urinary tract (C64-C68),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Urolithiasis (N20-N23),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Urticaria and erythema (L50-L54),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Viral hepatitis (B15-B19),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Viral infections characterized by skin and mucous membrane lesions (B00-B09),ICD-10 block disease categories
49,Foguet-Boreu,2015,NA,Visual disturbances and blindness (H53-H54),ICD-10 block disease categories
50,Forslund,2021,asthma,"Asthma (current) (J45, J46)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,cancer,Cancer (new diagnosis in last five years) (C01-C97),"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,chronic kidney disease,"Chronic renal disease (N18, N19, I12)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,COPD,"Chronic obstructive pulmonary disease (J41, J42, J43, J44)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,dementia incl. alzheimers,"Dementia (F00, F01, F02, F03)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,diabetes mellitus,"Diabetes (E10, E11, E12, E13, E14)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,epilepsy,Epilepsy (current) (G40),"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,gout,NA,"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,heart failure,NA,"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,HIV/AIDS,NA,"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,hypertension,"Hypertension (I10, I119, I12, I13, I15)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,ischemic heart disease,"Coronary heart disease (I20, I21, I22, I23, I24, I25)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,mood and anxiety disorders,"Anxiety & other neurotic, stress related & somatoform disorders (F40, F41, F42, F43, F32, F33, F34, F38, F39); Depression (F40, F41, F42, F43, F32, F33, F34, F38, F39)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,multiple sclerosis,Multiple sclerosis (G359),"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,osteoarthritis,NA,"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,osteoporosis,NA,"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,parkinsons,Parkinson's disease (G20),"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,rheumatoid arthritis,NA,"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,schizophrenia,NA,"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,stroke,"Stroke & transient ischaemic attack (I60, I61, I62, I63, I64, I65, I66, I67, I68, I69)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,Alcohol problems (F10),"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,Anorexia or bulimia (F50),"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,Atrial fibrillation (I48),"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,Blindness & low vision (H54),"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,Bronchiectasis (J47),"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,"Chronic liver disease (K70, K72.1, K72.9, K74, K75, K76, K77)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,Chronic sinusitis (J32),"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,Constipation (current) (K59.0),"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,Diverticular disease of intestine (K52),"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,"Dyspepsia (current) (K30, K29.7, K29.6, K29.5, K29.4, K 29.3)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,"Glaucoma (H40, H42)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,"Hearing loss (H91, H92)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,"Heart failure (I110, I50)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,"Inflammatory bowel disease (K50, K51)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,Irritable bowel syndrome (K58),"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,Learning disability (F81),"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,Migraine (current) (G43),"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,"Painful condition (K580, K589, M797, R521, R522, R522A, R522B, R522C B022 G500, E104 E114 E124 E134 E144, G099 G359, G500 G508 G509 G530 G540 G541 G542 G543 G544 G545 G546 G548 G549 ¬†G551 G552 G553 G558 G560 G561 G562 G562B G562C G562D G562X G563 G563B G563C G563D G563X, G564 G568 G569 G570 G571 G572 G573 G574 G575 G576 G578 G579 G580 G587 G588 G589 G590 G598, G600 G601 G602 G603 G608 G609 G618 G619 G620 G621 G622 G628 G629 G630 G631 G632 G633 G634, G635 G636 G638, G952, B02- B91- G35- G500 G546 G549P G560 G573 G58-P G621 G629P I69-, E108P E118P F454, B02- B91- G35- G500 G546 G549P G560 G573 G58-P G621 G629P I69-)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,Peripheral vascular disease (I73),"ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,"Prostate disorders (N40, N41, N42)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,"Psoriasis or eczema (L20, L23, L24, L25, L26, L30, L40)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders (M05, M06, M07, M08, M09, M10, M11, M12, M30, M31, M32, M33, M34, M35)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,"Schizophrenia (and related non-organic psychosis) or bipolar disorder (F20, F30, F31)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,"Substance misuse (psychoactive not alcohol) (F11, F12, F13, F14, F15, F16, F18, F19)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,"Thyroid disorders (E01, E02, E03, E04, E05, E06, E07)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
50,Forslund,2021,NA,"Viral Hepatitis (B15, B16, B17, B18, B19)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
51,Guisado-Clavero,2018,asthma,Asthma (R96),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,cancer,"Malignancy NOS (A79), Malignant neoplasm, colon/rectum (D75), Malignant neoplasm, digestive other/NOS (D77), Malignant neoplasm, bronchus, lung (R84), Malignant neoplasm of skin (S77), Malignant neoplasm, bladder (U76), Malignant neoplasm, genital, female, other (X77)","ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,chronic kidney disease,NA,"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,COPD,Chronic obstructive pulmonary disease (R95),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,dementia incl. alzheimers,Dementia (P70),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,diabetes mellitus,"Diabetes, non-insulin dependent (T90)","ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,epilepsy,Epilepsy (N88),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,gout,Gout (T92),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,heart failure,Heart failure (K77),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,HIV/AIDS,NA,"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,hypertension,"Hypertension, uncomplicated (K86), Hypertension, complicated (K87)","ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,ischemic heart disease,"Acute myocardial infarction (K75), Ischaemic heart disease with angina (K74), Ischaemic heart disease without angina (K76)","ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,mood and anxiety disorders,"Anxiety disorder/anxiety state (P74), Depressive disorder (P76)","ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,multiple sclerosis,NA,"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,osteoarthritis,"Osteoarthritis of hip (L89), Osteoarthritis of knee (L90), Osteoarthritis, other (L91)","ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,osteoporosis,Osteoporosis (L95),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,parkinsons,Parkinsonism (N87),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,rheumatoid arthritis,NA,"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,schizophrenia,NA,"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,stroke,Stroke/cerebrovascular accident (K90),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,NA,Acquired deformity of spine (L85),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,NA,"Anaemia, other/unspecified (B82)","ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,NA,"Anaemia, Vit B12/folate deficiency (B81)","ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Forslund,2022,NA,"Anxiety & other neurotic, stress related & somatoform disorders (F40, F41, F42, F43, F32, F33, F34, F38, F39)","ICD-10 codes, grouped by established case definitions and dentified as clinically important in Barnett, 2012. I reported top 3 highest prevalence diseases for each cluster."
51,Guisado-Clavero,2018,NA,Anxiety disorder/anxiety state (P74),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,NA,Atherosclerosis/peripheral vascular disease (K92),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,NA,Atrial fibrillation/flutter (K78),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,NA,Back syndrome with radiating pain (L86),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,NA,Back syndrome without radiating pain (L84),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,NA,Benign prostatic hypertrophy (Y85),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,NA,"Benign/unspecified neoplasm, blood (B75)","ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,NA,Cardiac arrhythmia NOS (K80),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,NA,Carpal tunnel syndrome (N93),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
51,Guisado-Clavero,2018,NA,Cataract (F92),"ICPC-2 codes, from ﻿O’Halloran, 2004 list, with prevalence >1%"
