studyid,lead_author,year,category,method,subgroup_num,subgroup_name,subgroup_sex,subgroup_age_low,subgroup_age_high,cluster_name,asthma,cancer,CKD,COPD,dementia,DM,epilepsy,gout,HF,HIV,HTN,IHD,MAD,MS,OA,OP,PD,RA,SCZ,stroke,risk_of_bias_overall,age_bin,age_bin_2
58,Marengoni,2013,cluster-based,HCA,2,second_wave,Both,65,NA,3,NA,0,0,0,0,0,NA,NA,0,NA,1,0,0,NA,0,NA,NA,NA,NA,0,High Risk of Bias,60+,60+
58,Marengoni,2013,cluster-based,HCA,2,second_wave,Both,65,NA,4,NA,0,0,0,1,0,NA,NA,0,NA,0,0,0,NA,1,NA,NA,NA,NA,1,High Risk of Bias,60+,60+
58,Marengoni,2013,cluster-based,HCA,2,second_wave,Both,65,NA,5,NA,0,0,0,0,0,NA,NA,0,NA,0,0,1,NA,0,NA,NA,NA,NA,0,High Risk of Bias,60+,60+
58,Marengoni,2013,cluster-based,HCA,2,second_wave,Both,65,NA,6,NA,0,0,1,0,0,NA,NA,1,NA,0,1,0,NA,0,NA,NA,NA,NA,0,High Risk of Bias,60+,60+
59,Prasad,2022,factor-based,MCA,1,all,Both,40,NA,1,NA,1,0,NA,0,1,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,Low Risk of Bias,40+,"Middle-aged
and older
(40+)"
59,Prasad,2022,factor-based,MCA,1,all,Both,40,NA,2,NA,1,0,NA,0,1,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,Low Risk of Bias,40+,"Middle-aged
and older
(40+)"
59,Prasad,2022,factor-based,MCA,1,all,Both,40,NA,3,NA,0,0,NA,1,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,Low Risk of Bias,40+,"Middle-aged
and older
(40+)"
59,Prasad,2022,factor-based,MCA,1,all,Both,40,NA,4,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,Low Risk of Bias,40+,"Middle-aged
and older
(40+)"
59,Prasad,2022,factor-based,MCA,1,all,Both,40,NA,5,NA,0,0,NA,1,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,Low Risk of Bias,40+,"Middle-aged
and older
(40+)"
60,Ruiz,2015,factor-based,MCA,1,all,Both,65,NA,1,NA,1,0,NA,1,0,NA,NA,0,NA,1,0,0,NA,NA,0,NA,0,NA,0,Low Risk of Bias,60+,60+
60,Ruiz,2015,factor-based,MCA,1,all,Both,65,NA,2,NA,1,0,NA,0,1,NA,NA,0,NA,0,0,0,NA,NA,0,NA,0,NA,1,Low Risk of Bias,60+,60+
60,Ruiz,2015,factor-based,MCA,1,all,Both,65,NA,3,NA,0,0,NA,0,0,NA,NA,1,NA,0,0,0,NA,NA,0,NA,1,NA,0,Low Risk of Bias,60+,60+
61,Schramm,2022,factor-based,LCA,1,all,Both,40,64,"Asthma, allergy",1,0,0,0,0,0,0,NA,NA,0,1,NA,0,0,0,0,0,NA,0,0,Low Risk of Bias,40-59,40-59
61,Schramm,2022,factor-based,LCA,1,all,Both,40,64,"Diabetes, hypertension, high cholesterol",0,0,0,0,0,1,0,NA,NA,0,1,NA,0,0,0,0,0,NA,0,0,Low Risk of Bias,40-59,40-59
61,Schramm,2022,factor-based,LCA,1,all,Both,40,64,Few or no chronic conditions,0,0,0,0,0,0,0,NA,NA,0,1,NA,0,0,1,0,0,NA,0,0,Low Risk of Bias,40-59,40-59
61,Schramm,2022,factor-based,LCA,1,all,Both,40,64,"Heart disease, hypertension, high cholesterol",0,0,0,0,0,0,0,NA,NA,0,1,NA,0,0,0,0,0,NA,0,0,Low Risk of Bias,40-59,40-59
61,Schramm,2022,factor-based,LCA,1,all,Both,40,64,Many chronic conditions,0,0,0,0,0,0,0,NA,NA,0,1,NA,0,0,0,0,0,NA,0,0,Low Risk of Bias,40-59,40-59
61,Schramm,2022,factor-based,LCA,1,all,Both,40,64,Musculoskeletal conditions,0,0,0,0,0,0,0,NA,NA,0,1,NA,0,0,1,0,0,NA,0,0,Low Risk of Bias,40-59,40-59
61,Schramm,2022,factor-based,LCA,1,all,Both,40,64,"Psychiatric conditions, epilepsy",0,0,0,0,0,0,1,NA,NA,0,0,NA,1,0,0,0,0,NA,0,0,Low Risk of Bias,40-59,40-59
62,Stafford,2021,cluster-based,fuzzy c-means,1,all,Both,65,NA,2: Diabetes,0,0,0,0,0,1,NA,NA,0,NA,0,0,0,NA,0,0,0,NA,NA,0,Low Risk of Bias,60+,60+
62,Stafford,2021,cluster-based,fuzzy c-means,1,all,Both,65,NA,"4: Behavioral, Neurological, and Musculoskeletal, Female Dominant",0,0,0,0,0,0,NA,NA,0,NA,0,0,1,NA,1,0,0,NA,NA,0,Low Risk of Bias,60+,60+
62,Stafford,2021,cluster-based,fuzzy c-means,1,all,Both,65,NA,5: Cardio-cerebrovascular and renal,0,0,1,0,0,0,NA,NA,1,NA,0,1,0,NA,0,0,0,NA,NA,1,Low Risk of Bias,60+,60+
62,Stafford,2021,cluster-based,fuzzy c-means,1,all,Both,65,NA,"6: Cardiovascular, Renal, Inflammatory, and Respiratory",0,0,1,1,0,0,NA,NA,1,NA,0,1,0,NA,0,0,0,NA,NA,0,Low Risk of Bias,60+,60+
62,Stafford,2021,cluster-based,fuzzy c-means,1,all,Both,65,NA,7: Multisystem,0,0,0,0,1,0,NA,NA,1,NA,0,0,0,NA,0,0,0,NA,NA,0,Low Risk of Bias,60+,60+
63,Fortuna,2021,factor-based,EFA,1,all,Both,65,NA,pattern_1_cardiovascular,0,0,1,1,1,0,0,1,1,0,1,1,0,NA,NA,NA,0,NA,NA,1,Low Risk of Bias,60+,60+
63,Fortuna,2021,factor-based,EFA,1,all,Both,65,NA,pattern_2_neuropsychiatric,0,0,0,0,1,0,1,0,1,0,0,0,1,NA,NA,NA,1,NA,NA,1,Low Risk of Bias,60+,60+
63,Fortuna,2021,factor-based,EFA,1,all,Both,65,NA,pattern_3_metabolic,0,0,1,0,0,1,0,1,0,0,1,1,0,NA,NA,NA,0,NA,NA,0,Low Risk of Bias,60+,60+
63,Fortuna,2021,factor-based,EFA,1,all,Both,65,NA,pattern_4_pain,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,Low Risk of Bias,60+,60+
64,Tazzeo,2021,cluster-based,fuzzy c-means,1,all,Both,60,NA,"Cardio., Anemia, & Dementia",0,0,0,0,1,0,NA,NA,1,NA,0,1,0,NA,0,0,NA,NA,NA,1,Some Concerns,60+,60+
64,Tazzeo,2021,cluster-based,fuzzy c-means,1,all,Both,60,NA,Metabolic & Sleep,0,0,0,0,0,1,NA,NA,0,NA,0,0,0,NA,0,0,NA,NA,NA,0,Some Concerns,60+,60+
64,Tazzeo,2021,cluster-based,fuzzy c-means,1,all,Both,60,NA,"MSK, Resp., & GI",1,0,0,1,0,0,NA,NA,0,NA,0,0,0,NA,1,1,NA,NA,NA,0,Some Concerns,60+,60+
64,Tazzeo,2021,cluster-based,fuzzy c-means,1,all,Both,60,NA,Psychiatric,1,0,0,0,0,0,NA,NA,0,NA,0,0,1,NA,0,0,NA,NA,NA,0,Some Concerns,60+,60+
64,Tazzeo,2021,cluster-based,fuzzy c-means,1,all,Both,60,NA,Sensory & Cancer,0,1,0,0,0,0,NA,NA,0,NA,0,0,0,NA,0,0,NA,NA,NA,0,Some Concerns,60+,60+
64,Tazzeo,2021,cluster-based,fuzzy c-means,1,all,Both,60,NA,Unspecific,0,1,0,0,0,0,NA,NA,0,NA,1,0,0,NA,1,0,NA,NA,NA,0,Some Concerns,60+,60+
65,Vertrano,2022,factor-based,PCA,1,all,Both,60,NA,Dementia and Sensory Impairments,NA,0,NA,0,1,0,NA,NA,0,NA,0,0,1,NA,0,NA,0,NA,0,0,Low Risk of Bias,60+,60+
65,Vertrano,2022,factor-based,PCA,1,all,Both,60,NA,"Diabetes, Musculoskeletal and Vascular Diseases",NA,0,NA,0,1,1,NA,NA,0,NA,1,0,0,NA,0,NA,1,NA,0,1,Low Risk of Bias,60+,60+
65,Vertrano,2022,factor-based,PCA,1,all,Both,60,NA,Heart Diseases,NA,0,NA,0,0,0,NA,NA,1,NA,0,1,0,NA,0,NA,0,NA,0,0,Low Risk of Bias,60+,60+
65,Vertrano,2022,factor-based,PCA,1,all,Both,60,NA,"Heart, Respiratory and Psychiatric Diseases",NA,0,NA,1,0,0,NA,NA,1,NA,0,1,1,NA,0,NA,0,NA,0,0,Low Risk of Bias,60+,60+
66,Violan,2018,cluster-based,k-means,1,F,F,45,64,F2,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,1,NA,NA,NA,0,0,High Risk of Bias,40-59,40-59
66,Violan,2018,cluster-based,k-means,1,F,F,45,64,F5,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,NA,0,NA,NA,NA,0,0,High Risk of Bias,40-59,40-59
66,Violan,2018,cluster-based,k-means,2,M,M,45,64,M2,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,1,NA,0,NA,NA,NA,0,0,High Risk of Bias,40-59,40-59
66,Violan,2018,cluster-based,k-means,2,M,M,45,64,M4,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,1,NA,NA,NA,0,0,High Risk of Bias,40-59,40-59
66,Violan,2018,cluster-based,k-means,2,M,M,45,64,M5,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1,1,0,NA,0,NA,NA,NA,0,0,High Risk of Bias,40-59,40-59
69,Soley-Bori,2024,factor-based,LCA,1,highcost,Both,18,NA,1,1,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,0,Low Risk of Bias,16+,"Adults
(16+)"
69,Soley-Bori,2024,factor-based,LCA,1,highcost,Both,18,NA,2,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,0,Low Risk of Bias,16+,"Adults
(16+)"
69,Soley-Bori,2024,factor-based,LCA,1,highcost,Both,18,NA,3,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,1,0,0,0,NA,0,Low Risk of Bias,16+,"Adults
(16+)"
69,Soley-Bori,2024,factor-based,LCA,1,highcost,Both,18,NA,4,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,0,Low Risk of Bias,16+,"Adults
(16+)"
69,Soley-Bori,2024,factor-based,LCA,1,highcost,Both,18,NA,5,0,0,1,0,0,1,0,NA,1,0,0,1,0,0,0,0,0,0,NA,0,Low Risk of Bias,16+,"Adults
(16+)"
69,Soley-Bori,2024,factor-based,LCA,2,lowcost,Both,18,NA,1,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,Low Risk of Bias,16+,"Adults
(16+)"
69,Soley-Bori,2024,factor-based,LCA,2,lowcost,Both,18,NA,2,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,Low Risk of Bias,16+,"Adults
(16+)"
69,Soley-Bori,2024,factor-based,LCA,2,lowcost,Both,18,NA,3,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,0,Low Risk of Bias,16+,"Adults
(16+)"
70,Cho,2024,cluster-based,HCA,1,white,Both,85,NA,ADRD,0,0,0,0,1,0,NA,NA,0,NA,0,0,1,NA,NA,0,NA,NA,NA,0,High Risk of Bias,80+,60+
70,Cho,2024,cluster-based,HCA,1,white,Both,85,NA,bone & joint,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,NA,1,NA,NA,NA,0,High Risk of Bias,80+,60+
70,Cho,2024,cluster-based,HCA,1,white,Both,85,NA,metabolic syndrome,0,0,0,0,0,1,NA,NA,0,NA,1,0,0,NA,NA,0,NA,NA,NA,0,High Risk of Bias,80+,60+
70,Cho,2024,cluster-based,HCA,1,white,Both,85,NA,pulmonary-vascular-renal,0,0,1,1,0,0,NA,NA,1,NA,0,1,0,NA,NA,0,NA,NA,NA,0,High Risk of Bias,80+,60+
70,Cho,2024,cluster-based,HCA,2,black,Both,85,NA,ADRD,0,0,0,0,1,0,NA,NA,0,NA,0,0,1,NA,NA,0,NA,NA,NA,0,High Risk of Bias,80+,60+
70,Cho,2024,cluster-based,HCA,2,black,Both,85,NA,bone & joint,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,NA,1,NA,NA,NA,0,High Risk of Bias,80+,60+
70,Cho,2024,cluster-based,HCA,2,black,Both,85,NA,metabolic syndrome-renal,0,0,1,0,0,1,NA,NA,0,NA,1,0,0,NA,NA,0,NA,NA,NA,1,High Risk of Bias,80+,60+
70,Cho,2024,cluster-based,HCA,2,black,Both,85,NA,pulmonary-vascular,0,0,0,1,0,0,NA,NA,1,NA,0,1,0,NA,NA,0,NA,NA,NA,0,High Risk of Bias,80+,60+
70,Cho,2024,cluster-based,HCA,3,hispanic,Both,85,NA,ADRD - COPD,0,0,0,1,1,0,NA,NA,0,NA,0,0,1,NA,NA,0,NA,NA,NA,0,High Risk of Bias,80+,60+
70,Cho,2024,cluster-based,HCA,3,hispanic,Both,85,NA,bone & joint - renal,0,0,1,0,0,0,NA,NA,0,NA,0,0,0,NA,NA,1,NA,NA,NA,0,High Risk of Bias,80+,60+
70,Cho,2024,cluster-based,HCA,3,hispanic,Both,85,NA,metabolic syndrome,0,0,0,0,0,1,NA,NA,0,NA,1,0,0,NA,NA,0,NA,NA,NA,0,High Risk of Bias,80+,60+
70,Cho,2024,cluster-based,HCA,3,hispanic,Both,85,NA,vascular,0,0,0,0,0,0,NA,NA,1,NA,0,1,0,NA,NA,0,NA,NA,NA,1,High Risk of Bias,80+,60+
70,Cho,2024,cluster-based,HCA,4,other,Both,85,NA,bone & joint,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,NA,1,NA,NA,NA,0,High Risk of Bias,80+,60+
70,Cho,2024,cluster-based,HCA,5,other,Both,85,NA,ADRD & stroke,0,0,0,0,1,0,NA,NA,0,NA,0,0,1,NA,NA,0,NA,NA,NA,1,High Risk of Bias,80+,60+
70,Cho,2024,cluster-based,HCA,6,other,Both,85,NA,metabolic syndrome - renal,0,0,1,0,0,1,NA,NA,0,NA,1,0,0,NA,NA,0,NA,NA,NA,0,High Risk of Bias,80+,60+
70,Cho,2024,cluster-based,HCA,7,other,Both,85,NA,pulmonary-vascular,0,0,0,1,0,0,NA,NA,1,NA,0,1,0,NA,NA,0,NA,NA,NA,0,High Risk of Bias,80+,60+
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih MCA,1,MCA,Both,18,NA,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,18,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
71,Beaney,2024,cluster-based,MMCD wih SGM,2,SGM,Both,18,NA,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,51,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,81,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,89,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,102,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,1,F,F,20,79,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
